Record ID,Platform,Post Content,Media Type,Post Date & Time,User Name,City,State,Country,Engagement Type,Hashtags Used,Mentions,Engagement Count,Comments Text,Age_Group,User Demographics,Post Link,Campaign Name,Post Reach,User Profile Link,Post Impressions,Post Shares,Sponsored,Cost(USD)
499,Twitter,This is a sample post content,Image,05-06-2023 17:31,Emma,Sydney, NSW, Australia,Like,#sample,@charlie,2209.5,Great post!,18-24,Male,http://socialmedia.com/post/527594,Summer Collection,706747,http://socialmedia.com/post/50115,524346,565831,TRUE,248032
500,LinkedIn,Loving the vibes here! Check out our New Product Launch!,Text,20-08-2023 04:34,Aarav,Mumbai, Maharashtra, India,Share,#newproduct,@bob,28332,Great post!,18-24,Male,http://socialmedia.com/post/848566,Summer Collection,577705,http://socialmedia.com/post/531630,747983,545626,TRUE,385810
501,Instagram,Check out our new product! Check out our New Product Launch!,Image,31-01-2023 01:57,Sophie,London, England, UK,Comment,#newproduct,@bob,1884,Awesome product!,18-24,Female,http://socialmedia.com/post/517297,Summer Collection,287213,http://socialmedia.com/post/782455,127756,840854,FALSE,278052
502,Snapchat,Check out our new product! Check out our New Product Launch!,Video,05-11-2023 02:06,Aarav,Mumbai, Maharashtra, India,Like,#newproduct,@alice,480,Great post!,18-24,Male,http://socialmedia.com/post/122448,Summer Collection,89326,http://socialmedia.com/post/984226,476253,927478,FALSE,454257
503,Instagram,Loving the vibes here!,Video,01-07-2023 20:13,James,New York, NY, USA,Like,#trending,@alice,25212,Great post!,25-34,Female,http://socialmedia.com/post/904646,New Product Launch,360746,http://socialmedia.com/post/846775,222215,877238,FALSE,193621
504,TikTok,This is a sample post content Check out our New Product Launch!,Video,21-05-2023 16:47,Noah,Sydney, NSW, Australia,Share,#newproduct,@charlie,39440,Great post!,25-34,Female,http://socialmedia.com/post/67582,New Product Launch,32520,http://socialmedia.com/post/912950,313043,760216,FALSE,455342
505,Instagram,Check out our new product!,Text,11-01-2023 23:10,Harry,London, England, UK,Like,#trending,@charlie,28812,Awesome product!,25-34,Male,http://socialmedia.com/post/557309,Summer Collection,324156,http://socialmedia.com/post/810952,266459,746708,FALSE,315969
506,Facebook,Check out our new product!,Link,27-07-2023 03:29,Liam,Sydney, NSW, Australia,Comment,#sample,@alice,19595,Awesome product!,18-24,Female,http://socialmedia.com/post/464767,Summer Collection,97511,http://socialmedia.com/post/396313,446647,894430,FALSE,228810
507,Pinterest,Loving the vibes here! Check out our New Product Launch!,Video,15-09-2023 16:13,Mary,New York, NY, USA,Like,#newproduct,@alice,252,Awesome product!,18-24,Female,http://socialmedia.com/post/575869,Summer Collection,880660,http://socialmedia.com/post/369825,660820,939665,TRUE,432222
508,Twitter,This is a sample post content,Video,20-11-2023 18:10,Emily,London, England, UK,Comment,#trending,@charlie,1236,Awesome product!,18-24,Male,http://socialmedia.com/post/618822,Summer Collection,475377,http://socialmedia.com/post/10463,77581,475660,FALSE,228033
509,Instagram,Check out our new product!,Video,15-12-2023 22:15,Noah,Sydney, NSW, Australia,Like,#trending,@charlie,33198,Great post!,25-34,Female,http://socialmedia.com/post/446562,New Product Launch,756035,http://socialmedia.com/post/423344,700524,680995,TRUE,276647
510,Facebook,Loving the vibes here!,Image,29-08-2023 22:05,Mary,New York, NY, USA,Like,#trending,@charlie,60405,Great post!,25-34,Male,http://socialmedia.com/post/260143,Summer Collection,719542,http://socialmedia.com/post/535873,772915,204349,TRUE,393232
511,Instagram,This is a sample post content,Video,11-11-2023 17:38,Aanya,Mumbai, Maharashtra, India,Share,#trending,@alice,17688,Great post!,18-24,Female,http://socialmedia.com/post/890836,Winter Sale,368946,http://socialmedia.com/post/635440,336141,798778,FALSE,471219
512,Twitter,This is a sample post content Check out our New Product Launch!,Image,29-10-2023 16:08,Mary,New York, NY, USA,Share,#newproduct,@alice,9166.5,Great post!,18-24,Female,http://socialmedia.com/post/848272,Winter Sale,610391,http://socialmedia.com/post/992076,617000,726794,TRUE,149209
513,Facebook,Loving the vibes here!,Text,11-03-2023 18:58,James,New York, NY, USA,Like,#sample,@alice,247.5,Awesome product!,25-34,Female,http://socialmedia.com/post/831319,New Product Launch,780154,http://socialmedia.com/post/841219,865189,738563,TRUE,298073
514,Facebook,Loving the vibes here!,Video,30-06-2023 03:31,John,New York, NY, USA,Like,#sample,@alice,1400,Great post!,18-24,Male,http://socialmedia.com/post/220669,Winter Sale,136908,http://socialmedia.com/post/443852,94503,888153,FALSE,197257
515,TikTok,This is a sample post content Check out our New Product Launch!,Image,18-09-2023 05:24,Aarav,Mumbai, Maharashtra, India,Like,#newproduct,@charlie,856,Awesome product!,25-34,Female,http://socialmedia.com/post/221577,Winter Sale,205814,http://socialmedia.com/post/360200,18649,635743,FALSE,241302
516,Instagram,Loving the vibes here!,Video,27-10-2023 11:40,Emily,London, England, UK,Comment,#sample,@charlie,32112,Awesome product!,18-24,Male,http://socialmedia.com/post/88205,Summer Collection,182818,http://socialmedia.com/post/570041,295298,820419,FALSE,412661
517,LinkedIn,Loving the vibes here! Check out our New Product Launch!,Image,18-06-2023 06:01,Patricia,New York, NY, USA,Comment,#newproduct,@bob,1275,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/130604,New Product Launch,968806,http://socialmedia.com/post/939078,914337,477141,TRUE,155954
518,LinkedIn,Check out our new product!,Image,04-09-2023 09:19,Diya,Mumbai, Maharashtra, India,Follow,#trending,@bob,2553,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/424279,Winter Sale,879016,http://socialmedia.com/post/438758,705338,222439,TRUE,174034
519,LinkedIn,Check out our new product!,Video,19-07-2023 19:02,Harry,London, England, UK,Share,#trending,@alice,1680,Great post!,18-24,Male,http://socialmedia.com/post/798533,Winter Sale,781413,http://socialmedia.com/post/950332,951548,608958,TRUE,463768
520,Twitter,Loving the vibes here!,Image,15-02-2023 07:42,Harry,London, England, UK,Like,#sample,@alice,6588,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/891786,Winter Sale,844626,http://socialmedia.com/post/143790,702254,420051,TRUE,296765
521,Instagram,This is a sample post content,Video,24-01-2023 17:19,Olivia,Sydney, NSW, Australia,Like,#sample,@alice,992,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/917389,Summer Collection,457249,http://socialmedia.com/post/48258,138036,374234,FALSE,139958
522,Instagram,Check out our new product! Check out our New Product Launch!,Video,17-06-2023 21:37,Olivia,Sydney, NSW, Australia,Like,#newproduct,@alice,222,Awesome product!,18-24,Male,http://socialmedia.com/post/860320,Winter Sale,539766,http://socialmedia.com/post/369828,538718,944139,TRUE,449002
523,Twitter,This is a sample post content Check out our New Product Launch!,Video,22-03-2023 21:04,Aarav,Mumbai, Maharashtra, India,Comment,#newproduct,@charlie,6051,Great post!,25-34,Male,http://socialmedia.com/post/742891,New Product Launch,416816,http://socialmedia.com/post/725447,8037,393682,FALSE,305824
524,TikTok,Loving the vibes here!,Image,17-11-2023 07:39,Liam,Sydney, NSW, Australia,Comment,#sample,@charlie,24816,Great post!,25-34,Female,http://socialmedia.com/post/660158,Summer Collection,357288,http://socialmedia.com/post/329026,110553,746361,FALSE,202724
525,Facebook,Check out our new product! Check out our New Product Launch!,Text,16-01-2023 20:59,Liam,Sydney, NSW, Australia,Comment,#newproduct,@bob,2310,Awesome product!,25-34,Male,http://socialmedia.com/post/807166,New Product Launch,854960,http://socialmedia.com/post/293896,787568,184969,TRUE,458507
526,Snapchat,This is a sample post content,Image,09-01-2023 21:42,James,New York, NY, USA,Like,#sample,@bob,453,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/32663,Summer Collection,937434,http://socialmedia.com/post/297143,805828,929708,TRUE,288576
527,Pinterest,Check out our new product!,Video,01-05-2023 10:08,Patricia,New York, NY, USA,Share,#trending,@alice,400,Awesome product!,18-24,Male,http://socialmedia.com/post/151136,New Product Launch,465887,http://socialmedia.com/post/425532,371871,236998,FALSE,154561
528,Instagram,This is a sample post content,Video,31-01-2023 12:05,Olivia,Sydney, NSW, Australia,Like,#sample,@bob,252,Great post!,25-34,Female,http://socialmedia.com/post/137443,New Product Launch,653004,http://socialmedia.com/post/676601,839839,894568,TRUE,346824
529,Twitter,This is a sample post content,Video,28-11-2023 23:17,Aarav,Mumbai, Maharashtra, India,Like,#trending,@charlie,26559,Great post!,18-24,Female,http://socialmedia.com/post/563470,New Product Launch,790877,http://socialmedia.com/post/502270,608261,126595,TRUE,456366
530,TikTok,This is a sample post content,Video,27-02-2023 09:48,James,New York, NY, USA,Like,#trending,@charlie,996,Great post!,18-24,Male,http://socialmedia.com/post/905309,Summer Collection,82641,http://socialmedia.com/post/552471,336077,459305,FALSE,316523
531,Facebook,This is a sample post content,Image,10-02-2023 03:47,Mary,New York, NY, USA,Like,#sample,@charlie,59032.5,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/65538,Summer Collection,504388,http://socialmedia.com/post/453785,846705,809621,TRUE,157021
532,Facebook,Check out our new product! Check out our New Product Launch!,Image,03-01-2023 05:49,Vivaan,Mumbai, Maharashtra, India,Share,#newproduct,@bob,52942.5,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/30403,Summer Collection,864686,http://socialmedia.com/post/151740,911491,735615,TRUE,380846
533,LinkedIn,This is a sample post content,Text,27-07-2023 13:02,Mary,New York, NY, USA,Share,#trending,@charlie,16896,Awesome product!,18-24,Female,http://socialmedia.com/post/499174,New Product Launch,582793,http://socialmedia.com/post/957532,538363,5670,TRUE,228599
534,Instagram,This is a sample post content,Image,29-08-2023 15:13,Emily,London, England, UK,Like,#trending,@bob,42912,Great post!,25-34,Male,http://socialmedia.com/post/401277,Summer Collection,687260,http://socialmedia.com/post/776909,842273,804734,TRUE,134235
535,TikTok,Loving the vibes here!,Image,01-09-2023 20:34,Vivaan,Mumbai, Maharashtra, India,Like,#trending,@charlie,968,Awesome product!,25-34,Female,http://socialmedia.com/post/111017,New Product Launch,429535,http://socialmedia.com/post/425174,280217,831530,FALSE,360264
536,TikTok,This is a sample post content,Image,14-03-2023 14:59,Emily,London, England, UK,Share,#sample,@charlie,35298,Great post!,25-34,Male,http://socialmedia.com/post/917683,New Product Launch,635806,http://socialmedia.com/post/861761,881252,593017,TRUE,168977
537,Instagram,Check out our new product!,Image,10-07-2023 17:19,Aarav,Mumbai, Maharashtra, India,Comment,#trending,@bob,2544,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/957578,Winter Sale,711746,http://socialmedia.com/post/742200,614464,570969,TRUE,459651
538,Facebook,Loving the vibes here!,Video,10-06-2023 10:13,Emily,London, England, UK,Follow,#sample,@alice,11895,Great post!,25-34,Male,http://socialmedia.com/post/651462,Summer Collection,502984,http://socialmedia.com/post/304313,948304,57497,TRUE,486501
539,Twitter,Loving the vibes here!,Video,21-07-2023 23:44,Olivia,Sydney, NSW, Australia,Share,#trending,@charlie,15322.5,Awesome product!,25-34,Male,http://socialmedia.com/post/141050,Summer Collection,783147,http://socialmedia.com/post/532872,768058,246091,TRUE,250904
540,Facebook,This is a sample post content Check out our New Product Launch!,Text,09-10-2023 19:48,Mary,New York, NY, USA,Like,#newproduct,@bob,3495,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/188310,Summer Collection,843597,http://socialmedia.com/post/84430,526479,395030,TRUE,270223
541,Instagram,This is a sample post content Check out our New Product Launch!,Image,26-04-2023 15:42,Diya,Mumbai, Maharashtra, India,Comment,#newproduct,@alice,176,Great post!,18-24,Male,http://socialmedia.com/post/616256,New Product Launch,206450,http://socialmedia.com/post/227451,106186,358372,FALSE,143099
542,Facebook,Check out our new product!,Video,28-02-2023 07:18,Emma,Sydney, NSW, Australia,Share,#sample,@alice,3682.5,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/388642,New Product Launch,791037,http://socialmedia.com/post/998015,905090,839516,TRUE,185033
543,TikTok,This is a sample post content,Image,01-05-2023 04:42,Olivia,Sydney, NSW, Australia,Like,#sample,@bob,32740,Awesome product!,18-24,Female,http://socialmedia.com/post/107566,Summer Collection,420722,http://socialmedia.com/post/953258,162754,354838,FALSE,377010
544,Facebook,Check out our new product!,Image,06-04-2023 04:30,Noah,Sydney, NSW, Australia,Like,#sample,@charlie,20575,Great post!,25-34,Female,http://socialmedia.com/post/461566,New Product Launch,474441,http://socialmedia.com/post/320608,337539,456201,FALSE,422373
545,Instagram,Loving the vibes here! Check out our New Product Launch!,Image,24-01-2023 21:29,Emma,Sydney, NSW, Australia,Like,#newproduct,@charlie,3400,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/167597,Winter Sale,459315,http://socialmedia.com/post/211733,299486,14282,FALSE,323402
546,Twitter,Loving the vibes here! Check out our New Product Launch!,Image,26-06-2023 08:06,Patricia,New York, NY, USA,Like,#newproduct,@alice,16869,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/386561,Winter Sale,308264,http://socialmedia.com/post/986254,98806,301987,FALSE,460203
547,Facebook,Check out our new product!,Video,25-08-2023 10:59,Emily,London, England, UK,Like,#trending,@bob,47625,Great post!,18-24,Male,http://socialmedia.com/post/159890,New Product Launch,50649,http://socialmedia.com/post/47135,370656,11201,FALSE,319754
548,Twitter,This is a sample post content,Text,04-11-2023 00:39,Patricia,New York, NY, USA,Comment,#sample,@charlie,13590,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/411056,Summer Collection,513498,http://socialmedia.com/post/471665,804866,121128,TRUE,170605
549,TikTok,This is a sample post content Check out our New Product Launch!,Link,29-01-2023 21:59,Harry,London, England, UK,Like,#newproduct,@bob,920,Awesome product!,25-34,Female,http://socialmedia.com/post/245955,Winter Sale,158361,http://socialmedia.com/post/478472,36590,878916,FALSE,429909
550,Instagram,Check out our new product! Check out our New Product Launch!,Image,01-12-2023 12:14,John,New York, NY, USA,Share,#newproduct,@bob,7924,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/10292,New Product Launch,339161,http://socialmedia.com/post/968298,162146,130357,FALSE,248663
551,LinkedIn,Loving the vibes here!,Video,04-12-2023 23:59,Vivaan,Mumbai, Maharashtra, India,Share,#trending,@alice,1802,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/216685,New Product Launch,135983,http://socialmedia.com/post/998772,11282,515223,FALSE,230133
552,LinkedIn,Check out our new product!,Video,23-06-2023 15:28,Vivaan,Mumbai, Maharashtra, India,Like,#sample,@alice,2226,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/707996,Summer Collection,875908,http://socialmedia.com/post/786106,624332,301654,TRUE,172653
553,LinkedIn,Check out our new product!,Text,19-09-2023 14:59,Emily,London, England, UK,Like,#sample,@charlie,5978,Awesome product!,25-34,Female,http://socialmedia.com/post/975033,Summer Collection,288526,http://socialmedia.com/post/946974,453216,426401,FALSE,239378
554,TikTok,This is a sample post content,Video,24-02-2023 01:45,Harry,London, England, UK,Comment,#sample,@bob,3612,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/898574,Summer Collection,755986,http://socialmedia.com/post/271305,503170,158656,TRUE,192833
555,Instagram,Loving the vibes here!,Video,26-12-2023 16:58,Olivia,Sydney, NSW, Australia,Like,#trending,@charlie,32748,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/118905,New Product Launch,247031,http://socialmedia.com/post/913605,315210,184023,FALSE,480720
556,Facebook,This is a sample post content,Text,03-04-2023 22:55,Aarav,Mumbai, Maharashtra, India,Like,#sample,@bob,22165,Awesome product!,18-24,Male,http://socialmedia.com/post/165451,Winter Sale,319427,http://socialmedia.com/post/125463,191586,585105,FALSE,211730
557,Instagram,Check out our new product! Check out our New Product Launch!,Image,10-03-2023 17:42,Aarav,Mumbai, Maharashtra, India,Follow,#newproduct,@bob,570,Awesome product!,25-34,Male,http://socialmedia.com/post/580695,Summer Collection,846949,http://socialmedia.com/post/513885,569182,731578,TRUE,165768
558,Twitter,Loving the vibes here! Check out our New Product Launch!,Image,18-10-2023 08:58,Aanya,Mumbai, Maharashtra, India,Like,#newproduct,@charlie,54,Awesome product!,25-34,Male,http://socialmedia.com/post/386987,Winter Sale,907606,http://socialmedia.com/post/36681,691516,651975,TRUE,366239
559,Instagram,Loving the vibes here! Check out our New Product Launch!,Video,06-02-2023 15:56,Olivia,Sydney, NSW, Australia,Share,#newproduct,@bob,47376,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/226881,Winter Sale,981114,http://socialmedia.com/post/920807,578534,524458,TRUE,258788
560,TikTok,Loving the vibes here!,Image,24-11-2023 20:05,Aarav,Mumbai, Maharashtra, India,Like,#sample,@bob,35328,Awesome product!,25-34,Male,http://socialmedia.com/post/321171,Summer Collection,971381,http://socialmedia.com/post/190127,606013,269423,TRUE,451505
561,Twitter,Loving the vibes here!,Image,08-01-2023 00:52,Emma,Sydney, NSW, Australia,Share,#trending,@bob,1836,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/264552,New Product Launch,858331,http://socialmedia.com/post/861682,655907,629875,TRUE,153455
562,TikTok,This is a sample post content,Video,14-11-2023 06:39,Oliver,London, England, UK,Comment,#sample,@bob,7356,Great post!,18-24,Female,http://socialmedia.com/post/505072,Summer Collection,183313,http://socialmedia.com/post/622240,137818,670016,FALSE,395721
563,Twitter,This is a sample post content,Text,08-09-2023 16:49,Harry,London, England, UK,Comment,#sample,@charlie,1938,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/655894,Summer Collection,235630,http://socialmedia.com/post/862715,156904,638424,FALSE,164453
564,Instagram,This is a sample post content Check out our New Product Launch!,Link,24-04-2023 20:05,Sophie,London, England, UK,Comment,#newproduct,@bob,2924,Great post!,25-34,Male,http://socialmedia.com/post/645622,Summer Collection,16899,http://socialmedia.com/post/69437,489229,800971,FALSE,224171
565,Twitter,Check out our new product!,Text,28-09-2023 11:05,James,New York, NY, USA,Comment,#sample,@alice,948,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/463253,Summer Collection,14611,http://socialmedia.com/post/520520,216807,467688,FALSE,312252
566,Twitter,Check out our new product! Check out our New Product Launch!,Text,07-12-2023 09:13,Patricia,New York, NY, USA,Like,#newproduct,@alice,25911,Great post!,18-24,Female,http://socialmedia.com/post/503171,New Product Launch,587885,http://socialmedia.com/post/884121,520426,225226,TRUE,126899
567,Instagram,This is a sample post content,Link,07-03-2023 22:14,Vivaan,Mumbai, Maharashtra, India,Like,#trending,@charlie,104,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/372060,New Product Launch,244904,http://socialmedia.com/post/97671,392424,660368,FALSE,408910
568,TikTok,Check out our new product! Check out our New Product Launch!,Image,15-12-2023 02:07,Noah,Sydney, NSW, Australia,Share,#newproduct,@alice,606,Great post!,18-24,Male,http://socialmedia.com/post/345451,Summer Collection,834307,http://socialmedia.com/post/58665,874520,302134,TRUE,400674
569,Snapchat,This is a sample post content,Image,07-01-2023 20:47,Mary,New York, NY, USA,Like,#trending,@bob,6510,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/76165,New Product Launch,874674,http://socialmedia.com/post/789385,555671,428252,TRUE,466368
570,Facebook,This is a sample post content Check out our New Product Launch!,Video,12-10-2023 11:24,Liam,Sydney, NSW, Australia,Share,#newproduct,@alice,3232.5,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/936938,Winter Sale,981819,http://socialmedia.com/post/568926,956451,692994,TRUE,327056
571,Twitter,This is a sample post content,Image,07-09-2023 17:27,Sophie,London, England, UK,Like,#sample,@bob,21478.5,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/964676,New Product Launch,888843,http://socialmedia.com/post/106519,898108,787623,TRUE,286145
572,Instagram,Check out our new product!,Video,19-06-2023 03:41,Liam,Sydney, NSW, Australia,Share,#sample,@alice,392,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/506100,New Product Launch,158524,http://socialmedia.com/post/478588,286183,518931,FALSE,125353
573,Facebook,Loving the vibes here!,Text,21-06-2023 11:16,Mary,New York, NY, USA,Comment,#sample,@alice,10822.5,Awesome product!,18-24,Male,http://socialmedia.com/post/756455,Winter Sale,507255,http://socialmedia.com/post/779692,580304,845921,TRUE,257639
574,Instagram,This is a sample post content,Image,01-03-2023 03:45,Oliver,London, England, UK,Share,#sample,@alice,1600,Great post!,18-24,Female,http://socialmedia.com/post/663703,Winter Sale,293245,http://socialmedia.com/post/111068,250941,725258,FALSE,182002
575,Instagram,This is a sample post content,Video,26-06-2023 17:58,Patricia,New York, NY, USA,Comment,#trending,@alice,234,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/560705,Summer Collection,671940,http://socialmedia.com/post/691962,545055,906260,TRUE,125778
576,Facebook,Check out our new product! Check out our New Product Launch!,Video,24-09-2023 14:41,Harry,London, England, UK,Like,#newproduct,@charlie,45025,Great post!,18-24,Male,http://socialmedia.com/post/466040,Summer Collection,413384,http://socialmedia.com/post/714975,69289,52139,FALSE,319796
577,Facebook,This is a sample post content,Image,05-03-2023 19:50,James,New York, NY, USA,Comment,#trending,@alice,1120,Great post!,25-34,Male,http://socialmedia.com/post/442309,Summer Collection,444430,http://socialmedia.com/post/55704,468962,354683,FALSE,341405
578,TikTok,Loving the vibes here! Check out our New Product Launch!,Text,06-06-2023 10:07,John,New York, NY, USA,Like,#newproduct,@alice,35658,Great post!,25-34,Male,http://socialmedia.com/post/969562,Winter Sale,846225,http://socialmedia.com/post/722749,859534,61723,TRUE,169840
579,Facebook,Check out our new product!,Image,23-07-2023 18:25,John,New York, NY, USA,Comment,#trending,@charlie,892.5,Great post!,25-34,Male,http://socialmedia.com/post/196991,New Product Launch,983870,http://socialmedia.com/post/410862,912511,696055,TRUE,121861
580,Instagram,This is a sample post content,Video,23-03-2023 10:30,Sophie,London, England, UK,Comment,#trending,@alice,32788,Awesome product!,25-34,Male,http://socialmedia.com/post/768912,Winter Sale,267031,http://socialmedia.com/post/691382,386894,533894,FALSE,137447
581,Facebook,Loving the vibes here!,Text,03-09-2023 11:23,Patricia,New York, NY, USA,Like,#sample,@alice,1700,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/505995,Winter Sale,145175,http://socialmedia.com/post/11673,431622,313714,FALSE,323819
582,Twitter,This is a sample post content Check out our New Product Launch!,Image,29-11-2023 09:34,Aarav,Mumbai, Maharashtra, India,Like,#newproduct,@alice,4218,Great post!,25-34,Female,http://socialmedia.com/post/96044,Summer Collection,160790,http://socialmedia.com/post/667038,310846,127273,FALSE,443012
583,Instagram,This is a sample post content,Image,07-08-2023 22:14,James,New York, NY, USA,Like,#trending,@alice,39812,Awesome product!,18-24,Male,http://socialmedia.com/post/216653,Summer Collection,225688,http://socialmedia.com/post/470693,113301,741451,FALSE,342661
584,Twitter,Loving the vibes here!,Video,26-10-2023 00:15,James,New York, NY, USA,Share,#sample,@bob,108,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/837015,Summer Collection,763264,http://socialmedia.com/post/227246,838204,976338,TRUE,137109
585,Facebook,Check out our new product! Check out our New Product Launch!,Video,12-04-2023 10:03,Diya,Mumbai, Maharashtra, India,Share,#newproduct,@charlie,1570,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/377656,Summer Collection,371669,http://socialmedia.com/post/558518,405247,747255,FALSE,335989
586,Instagram,Loving the vibes here! Check out our New Product Launch!,Image,24-04-2023 13:03,Aanya,Mumbai, Maharashtra, India,Like,#newproduct,@bob,472,Awesome product!,25-34,Female,http://socialmedia.com/post/852323,Winter Sale,91627,http://socialmedia.com/post/821794,349030,621587,FALSE,478478
587,Instagram,This is a sample post content Check out our New Product Launch!,Video,17-12-2023 16:10,Emma,Sydney, NSW, Australia,Comment,#newproduct,@bob,1112,Great post!,18-24,Male,http://socialmedia.com/post/19559,Summer Collection,461706,http://socialmedia.com/post/5711,223680,384796,FALSE,399809
588,Instagram,Loving the vibes here!,Image,21-05-2023 22:31,Noah,Sydney, NSW, Australia,Like,#sample,@charlie,26868,Great post!,25-34,Female,http://socialmedia.com/post/786180,Winter Sale,28402,http://socialmedia.com/post/518201,151161,555214,FALSE,332204
589,Facebook,Check out our new product!,Image,19-05-2023 01:52,Vivaan,Mumbai, Maharashtra, India,Share,#sample,@alice,320,Great post!,18-24,Female,http://socialmedia.com/post/70496,New Product Launch,485996,http://socialmedia.com/post/454719,36471,712606,FALSE,159077
590,Twitter,This is a sample post content Check out our New Product Launch!,Text,08-01-2023 22:02,Olivia,Sydney, NSW, Australia,Like,#newproduct,@charlie,25635,Great post!,18-24,Female,http://socialmedia.com/post/273314,Winter Sale,200717,http://socialmedia.com/post/627728,60557,729202,FALSE,428859
591,Facebook,Loving the vibes here!,Image,21-12-2023 10:04,Diya,Mumbai, Maharashtra, India,Like,#sample,@bob,3550,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/501302,Winter Sale,263614,http://socialmedia.com/post/912972,176455,126871,FALSE,491151
592,Instagram,This is a sample post content Check out our New Product Launch!,Video,06-08-2023 02:32,Sophie,London, England, UK,Comment,#newproduct,@alice,2628,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/416121,Winter Sale,704529,http://socialmedia.com/post/210430,652908,580699,TRUE,368245
593,Facebook,Loving the vibes here!,Image,08-04-2023 01:55,James,New York, NY, USA,Like,#trending,@alice,52260,Great post!,18-24,Male,http://socialmedia.com/post/396307,Summer Collection,911951,http://socialmedia.com/post/68975,754594,567827,TRUE,128684
594,Instagram,This is a sample post content,Image,22-04-2023 08:46,Aanya,Mumbai, Maharashtra, India,Share,#sample,@alice,38476,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/37388,Winter Sale,186072,http://socialmedia.com/post/254825,491246,820818,FALSE,466306
595,Instagram,This is a sample post content,Image,27-02-2023 04:02,Aarav,Mumbai, Maharashtra, India,Like,#trending,@alice,45222,Awesome product!,18-24,Female,http://socialmedia.com/post/333349,New Product Launch,593805,http://socialmedia.com/post/368010,810749,662126,TRUE,454977
596,Facebook,This is a sample post content Check out our New Product Launch!,Image,06-06-2023 17:36,John,New York, NY, USA,Share,#newproduct,@alice,10920,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/424272,Winter Sale,299518,http://socialmedia.com/post/81836,55607,660410,FALSE,157976
597,TikTok,Loving the vibes here! Check out our New Product Launch!,Link,12-09-2023 03:58,John,New York, NY, USA,Share,#newproduct,@bob,27152,Awesome product!,18-24,Female,http://socialmedia.com/post/393609,Winter Sale,322030,http://socialmedia.com/post/730389,491612,267491,FALSE,380722
598,Facebook,Loving the vibes here!,Image,09-11-2023 10:03,Olivia,Sydney, NSW, Australia,Like,#sample,@charlie,26185,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/401022,New Product Launch,52273,http://socialmedia.com/post/727235,440354,167984,FALSE,440021
599,Facebook,Loving the vibes here!,Image,17-03-2023 07:56,John,New York, NY, USA,Follow,#sample,@alice,1590,Awesome product!,25-34,Female,http://socialmedia.com/post/527726,Winter Sale,383091,http://socialmedia.com/post/413855,131521,245267,FALSE,198597
600,Instagram,Check out our new product!,Image,17-11-2023 20:23,Aarav,Mumbai, Maharashtra, India,Like,#trending,@charlie,3228,Great post!,25-34,Female,http://socialmedia.com/post/859056,Winter Sale,491852,http://socialmedia.com/post/123803,468307,612808,FALSE,316813
601,Facebook,Check out our new product! Check out our New Product Launch!,Image,26-10-2023 11:29,John,New York, NY, USA,Comment,#newproduct,@charlie,44620,Great post!,25-34,Female,http://socialmedia.com/post/436959,New Product Launch,131830,http://socialmedia.com/post/221000,63875,95848,FALSE,374191
602,TikTok,This is a sample post content,Image,19-04-2023 18:57,Aarav,Mumbai, Maharashtra, India,Comment,#sample,@alice,13596,Great post!,18-24,Female,http://socialmedia.com/post/415445,New Product Launch,760329,http://socialmedia.com/post/517537,761263,790604,TRUE,403967
